Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
4981,22,6,5,1,2015-02-02 00:00:00.000000000,3,0.055999999999999994,0.24,0.11659213288308842,0
3608,28,4,19,21,2015-02-02 00:00:00.000000000,3,0.012500000000000011,0.6800000000000002,0.024869946153144105,0
2325,43,5,14,2,2015-02-03 00:00:00.000000000,4,0.25750000000000006,0.4800000000000001,0.11590763895226794,0
2336,27,5,14,9,2015-02-03 00:00:00.000000000,4,0.523,0.7200000000000002,0.3861367162544492,0
6504,35,0,2,10,2015-02-04 00:00:00.000000000,4,0.006000000000000005,0.6800000000000002,0.17788628274162635,0
9603,34,3,18,22,2015-02-04 00:00:00.000000000,4,0.6855,0.9600000000000002,0.642913206169572,0
9520,42,5,22,14,2015-02-04 00:00:00.000000000,4,0.26649999999999996,0.5200000000000001,0.14665510632472392,0
7679,26,5,8,10,2015-02-06 00:00:00.000000000,3,0.546,0.16000000000000003,0.15130966505430318,0
5974,28,2,4,21,2015-02-06 00:00:00.000000000,3,0.9884999999999999,0.9600000000000002,0.08998813543853243,0
7685,24,4,19,11,2015-02-06 00:00:00.000000000,3,0.5995,1.0,0.0854978552523501,0
1884,11,2,15,2,2015-02-06 00:00:00.000000000,0,0.6815,0.16000000000000003,0.6400657114173588,0
6296,34,6,6,3,2015-02-07 00:00:00.000000000,1,0.612,0.8800000000000001,0.2601715798119923,0
8334,41,4,12,0,2015-02-07 00:00:00.000000000,1,0.12,0.76,0.11878251346171398,0
8242,43,6,5,21,2015-02-08 00:00:00.000000000,4,0.562,0.8,0.22892215022360135,0
3367,35,2,4,13,2015-02-11 00:00:00.000000000,3,0.4185,0.12,0.5260564022998996,0
4902,3,0,2,7,2015-02-11 00:00:00.000000000,3,0.637,0.28,0.2683855069818381,0
240,42,1,13,22,2015-02-11 00:00:00.000000000,0,0.6085,0.7200000000000002,0.353043716345715,0
238,47,3,20,10,2015-02-11 00:00:00.000000000,0,0.35450000000000004,0.16000000000000003,0.032125581819841195,0
239,41,5,22,12,2015-02-11 00:00:00.000000000,0,0.823,0.6800000000000002,0.3294971251254905,0
1791,4,2,10,4,2015-02-11 00:00:00.000000000,0,0.636,0.8,0.1871954002007849,0
829,6,1,21,20,2015-02-11 00:00:00.000000000,3,0.7550000000000001,0.19999999999999996,0.3438441179154878,0
242,12,2,10,17,2015-02-11 00:00:00.000000000,0,0.9165000000000001,0.4800000000000001,0.7434790544857168,0
1783,35,6,16,19,2015-02-11 00:00:00.000000000,0,0.5975,0.5200000000000001,0.6730856986401387,0
241,6,2,15,6,2015-02-11 00:00:00.000000000,0,0.895,0.28,0.8338505065255087,0
1795,33,0,2,7,2015-02-11 00:00:00.000000000,0,0.3255,0.8,0.31310577712877613,0
1803,25,6,5,18,2015-02-11 00:00:00.000000000,0,0.8805000000000001,0.9200000000000002,0.5341060509263484,0
3967,28,3,7,19,2015-02-12 00:00:00.000000000,4,0.821,0.6400000000000001,0.5829789175869307,0
8533,33,1,13,17,2015-02-22 00:00:00.000000000,1,0.5885,0.8400000000000001,0.5279456055489642,0
4900,42,0,1,3,2015-02-26 12:42:21.176470528,3,0.474,0.4800000000000001,0.17518481336132152,0
620,2,2,4,5,2015-03-01 00:00:00.000000000,0,0.013500000000000012,0.5200000000000001,0.1933923519211463,0
564,22,5,22,10,2015-03-01 00:00:00.000000000,0,0.881,0.40000000000000013,0.4517751209272611,0
9861,3,1,21,14,2015-03-01 00:00:00.000000000,1,0.869,0.24,0.385461348909373,0
2680,17,4,12,7,2015-03-01 00:00:00.000000000,0,0.1755,0.31999999999999995,0.31869124760427125,0
8388,42,1,13,0,2015-03-01 00:00:00.000000000,0,0.659,0.31999999999999995,0.30879802865747924,0
9077,48,6,5,3,2015-03-01 00:00:00.000000000,0,0.661,0.16000000000000003,0.20975632016062792,0
645,18,5,8,16,2015-03-01 00:00:00.000000000,4,0.637,0.19999999999999996,0.5436250798576252,0
2642,31,1,21,18,2015-03-01 00:00:00.000000000,0,0.364,0.12,0.4028383681664689,0
2641,30,4,12,15,2015-03-01 00:00:00.000000000,0,0.56,0.19999999999999996,0.5683581272246052,0
538,33,0,3,6,2015-03-01 00:00:00.000000000,0,0.26150000000000007,1.0,0.313069270785799,0
9150,35,5,8,3,2015-03-02 00:00:00.000000000,1,0.6165,0.9600000000000002,0.5937939216938943,0
7995,34,3,7,0,2015-03-02 00:00:00.000000000,1,0.95,0.76,0.6997809619421375,0
6988,35,2,10,18,2015-03-02 00:00:00.000000000,1,0.7095,1.0,0.519886830336771,0
9202,28,6,5,20,2015-03-02 00:00:00.000000000,1,0.6615,0.5200000000000001,0.39289951629095554,0
3978,2,3,7,13,2015-03-02 00:00:00.000000000,0,0.521,0.40000000000000013,0.5680295701378114,0
7044,11,2,4,6,2015-03-03 00:00:00.000000000,1,0.535,0.44000000000000006,0.44980377840649816,0
9273,6,2,15,14,2015-03-03 00:00:00.000000000,1,0.986,0.6800000000000002,0.8117094095099023,0
2769,8,6,5,2,2015-03-03 00:00:00.000000000,0,0.6095,0.31999999999999995,0.24366158620060235,0
9847,8,5,14,19,2015-03-03 00:00:00.000000000,1,0.39449999999999996,0.03999999999999998,0.1416537373368623,0
1064,7,1,21,13,2015-03-03 00:00:00.000000000,4,0.9565000000000001,0.7200000000000002,0.46144930181619054,0
5627,32,4,12,19,2015-03-03 00:00:00.000000000,1,0.4465,0.12,0.14222871223875147,0
7094,42,2,9,9,2015-03-03 00:00:00.000000000,1,0.8365,0.8400000000000001,0.7504061330656202,0
5067,48,2,9,14,2015-03-03 00:00:00.000000000,3,0.1805,0.40000000000000013,0.1262571871862736,0
9252,17,2,15,6,2015-03-03 00:00:00.000000000,1,0.7895000000000001,0.03999999999999998,0.39438714976727207,0
1684,40,6,5,10,2015-03-04 00:00:00.000000000,3,0.402,0.56,0.357789540932737,0
3519,22,3,18,13,2015-03-04 00:00:00.000000000,3,0.475,0.76,0.360728301542393,0
1926,47,2,15,15,2015-03-05 00:00:00.000000000,1,0.534,0.6400000000000001,0.22023364059505338,0
1930,47,0,1,18,2015-03-05 00:00:00.000000000,1,0.41500000000000004,0.6000000000000001,0.4382130145112713,0
2047,33,3,18,14,2015-03-05 00:00:00.000000000,1,0.9664999999999999,0.56,0.5320799488911199,0
1937,15,1,13,2,2015-03-05 00:00:00.000000000,1,0.9105000000000001,0.56,0.5277083143196131,0
4486,29,6,5,19,2015-03-05 00:00:00.000000000,1,0.22400000000000003,1.0,0.04617139728027744,0
4912,37,4,17,4,2015-03-06 00:00:00.000000000,4,0.44100000000000006,0.07999999999999996,0.14092361047732044,0
6505,38,0,1,6,2015-03-06 12:00:00.000000000,4,0.9445000000000001,1.0,0.36941681117094094,0
7465,21,4,11,13,2015-03-07 00:00:00.000000000,4,0.34099999999999997,0.8800000000000001,0.11719448754221046,0
7481,13,2,4,23,2015-03-07 00:00:00.000000000,4,0.2485,0.44000000000000006,0.14074107876243497,0
140,10,6,6,2,2015-03-07 00:00:00.000000000,4,0.05499999999999999,0.44000000000000006,0.02706032673176964,0
1456,13,5,14,1,2015-03-07 00:00:00.000000000,4,0.7570000000000001,0.6800000000000002,0.39971707584192756,0
5752,10,2,9,15,2015-03-07 00:00:00.000000000,4,0.16150000000000003,0.9600000000000002,0.31495847403486354,0
8953,26,6,5,17,2015-03-07 00:00:00.000000000,4,0.5770000000000001,0.5200000000000001,0.4449119284475678,0
1470,24,0,2,14,2015-03-07 00:00:00.000000000,4,0.03899999999999998,0.44000000000000006,0.18268686684311397,0
5798,0,1,13,0,2015-03-07 00:00:00.000000000,4,0.895,0.16000000000000003,0.7084512183991969,0
8345,37,1,13,1,2015-03-08 12:00:00.000000000,4,0.30000000000000004,0.19999999999999996,0.258054211919321,0
1794,8,0,2,22,2015-03-09 12:00:00.000000000,0,0.11399999999999999,0.31999999999999995,0.06332937847951081,0
4117,41,6,16,1,2015-03-10 00:00:00.000000000,4,0.788,0.0,0.31799762708770646,0
4125,17,2,9,3,2015-03-10 00:00:00.000000000,4,0.5205,0.24,0.3707492926896048,0
2409,1,2,4,9,2015-03-10 00:00:00.000000000,0,0.8875,0.8,0.7659487085881171,0
7804,33,0,1,15,2015-03-11 00:00:00.000000000,3,0.9790000000000001,0.5200000000000001,0.11155425755224968,0
6362,36,5,14,1,2015-03-11 00:00:00.000000000,3,0.025000000000000022,0.5200000000000001,0.07232819202336406,0
6361,18,4,17,17,2015-03-11 00:00:00.000000000,3,0.16600000000000004,0.40000000000000013,0.31106142192205893,0
3763,38,4,17,14,2015-03-11 00:00:00.000000000,4,0.8755,0.0,0.07967509354750388,0
331,9,0,2,11,2015-03-11 00:00:00.000000000,1,0.34450000000000003,0.56,0.19398557999452407,0
7803,37,4,11,14,2015-03-11 00:00:00.000000000,3,0.43800000000000006,0.19999999999999996,0.4416081044081409,0
7802,25,2,10,6,2015-03-11 00:00:00.000000000,3,0.7375,0.8800000000000001,0.77005567217304,0
6360,17,4,17,4,2015-03-11 00:00:00.000000000,3,0.9505000000000001,0.16000000000000003,0.8753855982476955,0
6368,31,0,3,16,2015-03-11 00:00:00.000000000,3,0.9405000000000001,0.6800000000000002,0.541945788080679,0
7805,36,3,0,9,2015-03-11 00:00:00.000000000,3,0.44800000000000006,0.12,0.25725107237382494,0
6366,1,5,8,3,2015-03-11 00:00:00.000000000,3,0.8255000000000001,0.6800000000000002,0.7818380943688965,0
6363,32,6,16,4,2015-03-11 00:00:00.000000000,3,0.6905,0.5200000000000001,0.26879620334033033,0
6365,32,6,16,21,2015-03-11 00:00:00.000000000,3,0.4285,0.24,0.03887925527060326,0
2048,18,2,15,0,2015-03-11 00:00:00.000000000,1,0.254,0.0,0.3633385050652551,0
6364,17,1,13,14,2015-03-11 00:00:00.000000000,3,0.9515,0.19999999999999996,0.41557908186547415,0
7806,21,5,14,11,2015-03-11 00:00:00.000000000,3,0.45000000000000007,0.9600000000000002,0.28360865200328556,0
1998,5,0,3,19,2015-03-11 00:00:00.000000000,1,0.126,0.6000000000000001,0.17598795290681757,0
2585,24,2,15,20,2015-03-11 09:36:00.000000000,0,0.9319999999999999,0.40000000000000013,0.6673633293784795,0
3366,24,4,19,13,2015-03-12 00:00:00.000000000,3,0.9259999999999999,0.8800000000000001,0.08428401934836177,0
4899,31,1,13,11,2015-03-14 01:24:42.352941056,3,0.399,0.31999999999999995,0.09541845395637492,0
3989,23,2,4,5,2015-03-20 00:00:00.000000000,0,0.9555,0.8,0.6150771196495392,0
9914,17,3,7,16,2015-03-22 18:00:00.000000000,3,0.53,0.8800000000000001,0.1762800036506343,0
6867,8,0,2,11,2015-03-23 00:00:00.000000000,1,0.823,0.44000000000000006,0.5645249612120106,0
9330,14,3,20,15,2015-03-29 08:00:00.000000000,3,0.7570000000000001,0.9600000000000002,0.638669343798485,0
4898,47,2,15,2,2015-03-29 14:07:03.529411840,3,0.2415,0.8400000000000001,0.2281555170210824,0
2344,32,5,14,15,2015-04-01 00:00:00.000000000,4,0.9039999999999999,0.6800000000000002,0.3139819293602263,0
6831,0,5,14,13,2015-04-01 00:00:00.000000000,1,0.9359999999999999,0.03999999999999998,0.929478871954002,0
2205,15,2,4,7,2015-04-01 00:00:00.000000000,4,0.16350000000000003,0.19999999999999996,0.022241489458793458,0
6908,43,1,13,0,2015-04-01 00:00:00.000000000,1,0.2865,0.8,0.19239755407502054,0
5632,0,5,14,15,2015-04-02 00:00:00.000000000,3,0.5820000000000001,1.0,0.5996075568129963,0
1866,28,6,5,21,2015-04-02 00:00:00.000000000,0,0.31700000000000006,0.4800000000000001,0.2253445286118463,0
3429,0,5,22,7,2015-04-02 00:00:00.000000000,3,0.638,0.8800000000000001,0.4470110431687505,0
1876,1,6,6,5,2015-04-02 00:00:00.000000000,0,0.7615000000000001,0.9200000000000002,0.16158620060235465,0
4936,0,4,11,19,2015-04-02 00:00:00.000000000,3,0.663,0.6800000000000002,0.6102309026193301,0
3407,49,1,13,8,2015-04-02 00:00:00.000000000,3,0.5085000000000001,0.5200000000000001,0.30923610477320435,0
7353,17,5,22,4,2015-04-03 00:00:00.000000000,4,0.45799999999999996,0.28,0.41634571506799306,0
8086,3,2,9,0,2015-04-03 00:00:00.000000000,4,0.8545,0.0,0.6220954640868851,0
8099,28,4,17,20,2015-04-03 00:00:00.000000000,4,0.7000000000000001,0.5200000000000001,0.37578716802044354,0
8387,8,1,13,0,2015-04-03 06:00:00.000000000,0,0.8640000000000001,0.5200000000000001,0.5869763621429223,0
7171,40,4,17,12,2015-04-04 00:00:00.000000000,3,0.5465,0.07999999999999996,0.41311490371452037,0
7146,39,5,14,0,2015-04-04 00:00:00.000000000,3,0.7020000000000001,0.07999999999999996,0.15072556356666972,0
9558,16,2,9,18,2015-04-04 00:00:00.000000000,4,0.258,0.28,0.3942228712238751,0
2458,17,4,11,21,2015-04-04 00:00:00.000000000,0,0.5,0.40000000000000013,0.4834808798028657,0
6072,32,6,6,19,2015-04-04 00:00:00.000000000,4,0.5565,0.76,0.5805238660217213,0
7195,42,0,3,21,2015-04-04 00:00:00.000000000,3,0.5005000000000001,0.9200000000000002,0.19613945423017248,0
471,3,5,22,14,2015-04-04 00:00:00.000000000,0,0.2875,0.24,0.3497763986492653,0
8040,11,6,5,3,2015-04-04 00:00:00.000000000,3,0.2415,0.4800000000000001,0.3447841562471479,0
8098,18,6,6,15,2015-04-04 12:00:00.000000000,4,0.11549999999999999,0.8800000000000001,0.2705028748745094,0
1825,22,6,6,6,2015-04-05 00:00:00.000000000,0,0.49750000000000005,0.19999999999999996,0.18161905631103403,0
6393,29,1,21,17,2015-04-05 00:00:00.000000000,3,0.48550000000000004,0.6800000000000002,0.3394359770010039,0
6384,37,5,14,14,2015-04-05 00:00:00.000000000,3,0.486,0.12,0.19190471844482979,0
6790,29,3,0,19,2015-04-05 00:00:00.000000000,1,0.9355,0.8800000000000001,0.7992424933832253,0
7800,46,6,6,18,2015-04-05 00:00:00.000000000,3,0.672,0.3600000000000001,0.27988500501962216,0
6392,40,2,10,17,2015-04-05 00:00:00.000000000,3,0.6910000000000001,0.9600000000000002,0.5609473396002556,0
1815,41,5,14,14,2015-04-05 00:00:00.000000000,0,0.3215,0.3600000000000001,0.3942228712238751,0
1793,34,0,1,6,2015-04-05 00:00:00.000000000,0,0.776,0.6400000000000001,0.10804964862644884,0
1781,21,3,18,21,2015-04-05 00:00:00.000000000,0,0.2425,0.16000000000000003,0.3814912841106142,0
6359,19,5,8,13,2015-04-05 00:00:00.000000000,3,0.30400000000000005,0.6800000000000002,0.04774117002829241,0
5850,35,6,5,10,2015-04-05 00:00:00.000000000,0,0.9245000000000001,0.8800000000000001,0.19133887012868486,0
5851,22,4,19,21,2015-04-05 00:00:00.000000000,0,0.03250000000000003,1.0,0.08008578990599616,0
7206,47,6,5,12,2015-04-05 00:00:00.000000000,3,0.8115000000000001,0.3600000000000001,0.6163548416537373,0
5728,4,6,6,19,2015-04-06 00:00:00.000000000,4,0.25,0.6400000000000001,0.12298074290407957,0
7410,3,1,13,17,2015-04-06 00:00:00.000000000,4,0.6505,0.9200000000000002,0.6344346080131422,0
7824,37,6,16,8,2015-04-06 00:00:00.000000000,4,0.15650000000000003,0.6800000000000002,0.25149219676918866,0
5696,24,4,11,4,2015-04-06 00:00:00.000000000,4,0.32300000000000006,0.8,0.20705485078032307,0
6451,35,2,15,6,2015-04-06 00:00:00.000000000,4,0.16150000000000003,0.07999999999999996,0.06708953180615132,0
6506,14,6,6,17,2015-04-06 00:00:00.000000000,4,0.484,0.03999999999999998,0.1645249612120106,0
5718,23,1,21,5,2015-04-06 00:00:00.000000000,4,0.262,0.8400000000000001,0.32274345167472845,0
8614,4,0,1,5,2015-04-06 00:00:00.000000000,1,0.10050000000000003,0.76,0.09211462991694808,0
8544,18,1,13,20,2015-04-06 00:00:00.000000000,1,0.0635,0.31999999999999995,0.20585014146207903,0
9675,2,2,15,6,2015-04-06 00:00:00.000000000,1,0.01150000000000001,0.8,0.053326640503787534,0
7325,16,5,14,15,2015-04-06 00:00:00.000000000,4,0.528,0.5200000000000001,0.13316601259468833,0
8228,5,6,6,16,2015-04-06 00:00:00.000000000,1,0.6845,0.6800000000000002,0.5398557999452405,0
8097,40,4,11,14,2015-04-06 00:00:00.000000000,4,0.8795,0.03999999999999998,0.8634845304371634,0
8356,13,2,10,7,2015-04-07 00:00:00.000000000,4,0.6295000000000001,0.9600000000000002,0.16959934288582643,0
4001,19,3,0,22,2015-04-07 00:00:00.000000000,4,0.35650000000000004,0.7200000000000002,0.16515469562836543,0
9719,22,5,22,13,2015-04-07 00:00:00.000000000,3,0.4185,0.44000000000000006,0.17219129323719995,0
7172,47,4,19,10,2015-04-07 00:00:00.000000000,3,0.3125,0.76,0.2849776398649265,0
8055,11,0,2,5,2015-04-07 00:00:00.000000000,3,0.8280000000000001,0.40000000000000013,0.6656475312585561,0
8750,14,5,8,14,2015-04-07 00:00:00.000000000,3,0.493,0.6000000000000001,0.11257643515560828,0
91,32,0,1,13,2015-04-07 00:00:00.000000000,3,0.044499999999999984,0.6000000000000001,0.13284658209363875,0
4923,1,1,21,10,2015-04-08 00:00:00.000000000,1,0.398,0.6400000000000001,0.33179702473304734,0
8535,32,1,21,14,2015-04-08 00:00:00.000000000,4,0.5795,0.9600000000000002,0.23435246874144378,0
776,17,5,8,22,2015-04-08 00:00:00.000000000,1,0.9755,0.19999999999999996,0.8940950990234553,0
7569,19,6,16,9,2015-04-08 00:00:00.000000000,4,0.5115000000000001,0.8,0.3800492835630191,0
7546,48,6,5,21,2015-04-08 00:00:00.000000000,4,0.07,0.31999999999999995,0.006160445377384319,0
5647,2,1,13,0,2015-04-08 00:00:00.000000000,3,0.7275,0.40000000000000013,0.06616774664597974,0
9948,5,5,22,23,2015-04-08 00:00:00.000000000,4,0.915,0.16000000000000003,0.9126129414985854,0
9636,3,6,16,14,2015-04-08 00:00:00.000000000,4,0.239,0.56,0.3607648078853701,0
3365,30,0,2,2,2015-04-10 00:00:00.000000000,3,0.42300000000000004,0.5200000000000001,0.21035867481974993,0
2148,45,2,9,2,2015-04-11 00:00:00.000000000,3,0.8605,0.03999999999999998,0.11884639956192389,0
5069,16,2,10,17,2015-04-11 00:00:00.000000000,4,0.5295,0.28,0.43226248060600525,0
4019,42,1,21,20,2015-04-11 00:00:00.000000000,4,0.642,0.8800000000000001,0.3840010951902893,0
4549,41,3,7,9,2015-04-11 00:00:00.000000000,3,0.899,0.31999999999999995,0.4383590398831797,0
9753,25,0,1,0,2015-04-11 00:00:00.000000000,0,0.5755,0.03999999999999998,0.08243132244227433,0
5028,25,5,22,6,2015-04-11 00:00:00.000000000,4,0.47750000000000004,0.8800000000000001,0.2292598338961394,0
4548,24,1,21,14,2015-04-11 00:00:00.000000000,3,0.6835,0.56,0.3858994250250981,0
3980,34,0,2,2,2015-04-11 00:00:00.000000000,4,0.4295,0.8800000000000001,0.11338870128684858,0
2139,41,4,19,13,2015-04-11 00:00:00.000000000,3,0.43700000000000006,0.8800000000000001,0.5161723099388519,0
4550,41,5,14,2,2015-04-11 00:00:00.000000000,3,0.09100000000000003,0.8400000000000001,0.1325636579355663,0
7339,7,0,2,19,2015-04-12 00:00:00.000000000,4,0.28700000000000003,0.07999999999999996,0.16319247969334671,0
7615,49,5,8,18,2015-04-12 00:00:00.000000000,4,0.27949999999999997,0.8,0.10260107693711781,0
8177,19,1,13,1,2015-04-12 00:00:00.000000000,4,0.527,0.9200000000000002,0.6151775120927261,0
8201,27,5,14,0,2015-04-12 00:00:00.000000000,4,0.35,0.6400000000000001,0.19599342885826412,0
5739,1,4,19,23,2015-04-12 00:00:00.000000000,4,0.6950000000000001,0.31999999999999995,0.59792826503605,0
2486,42,4,17,14,2015-04-12 00:00:00.000000000,0,0.713,0.8800000000000001,0.1703112165738797,0
4897,33,0,3,16,2015-04-14 02:49:24.705882368,3,0.6925,0.6400000000000001,0.2694168111709409,0
7680,35,6,6,0,2015-04-18 08:00:00.000000000,3,0.6935,0.6800000000000002,0.5452769918773387,0
4012,43,3,0,11,2015-04-25 00:00:00.000000000,4,0.003500000000000003,0.0,0.06949895044263942,0
8954,19,1,13,2,2015-04-25 16:00:00.000000000,4,0.512,0.56,0.21340695445833713,0
5467,23,4,19,16,2015-04-27 04:48:00.000000000,4,0.5225,0.9600000000000002,0.3717714702929634,0
4896,28,0,1,8,2015-04-29 15:31:45.882352896,3,0.37650000000000006,0.8800000000000001,0.057004654558729564,0
7144,15,3,18,20,2015-05-01 03:25:42.857142784,3,0.6960000000000001,0.4800000000000001,0.49498037784064985,0
4546,16,5,14,3,2015-05-02 00:00:00.000000000,3,0.018500000000000016,0.9600000000000002,0.025965136442456876,0
1655,33,0,1,2,2015-05-02 00:00:00.000000000,1,0.9815,0.12,0.6288400109519029,0
3213,8,0,1,23,2015-05-03 00:00:00.000000000,1,0.247,0.31999999999999995,0.2944692890389705,0
8575,42,2,15,17,2015-05-03 00:00:00.000000000,0,0.4535,0.0,0.2851419184083234,0
3214,44,3,20,2,2015-05-03 00:00:00.000000000,1,0.029000000000000026,0.03999999999999998,0.13482705120014601,0
2462,39,4,11,10,2015-05-04 00:00:00.000000000,0,0.8720000000000001,0.76,0.48895683124942957,0
192,30,1,13,7,2015-05-04 00:00:00.000000000,1,0.27749999999999997,0.8,0.06361230263758327,0
6046,15,5,14,7,2015-05-04 00:00:00.000000000,4,0.044999999999999984,0.03999999999999998,0.009263484530437162,0
1140,14,5,14,13,2015-05-04 00:00:00.000000000,0,0.4235,0.8400000000000001,0.3826412339143926,0
5241,28,2,10,16,2015-05-04 00:00:00.000000000,4,0.21650000000000003,0.6000000000000001,0.08765172948799854,0
1166,14,3,18,13,2015-05-04 00:00:00.000000000,0,0.4495,0.16000000000000003,0.10463630555809073,0
5958,12,4,11,19,2015-05-05 00:00:00.000000000,3,0.29700000000000004,0.12,0.04684676462535366,0
5959,37,1,21,15,2015-05-05 00:00:00.000000000,3,0.04849999999999999,0.03999999999999998,0.14586109336497216,0
16,44,6,5,11,2015-05-05 00:00:00.000000000,0,0.628,0.31999999999999995,0.6019804691065073,0
5960,11,2,10,5,2015-05-05 00:00:00.000000000,3,0.3365,0.8800000000000001,0.4587021995071644,0
6665,37,5,14,15,2015-05-05 00:00:00.000000000,0,0.37250000000000005,0.56,0.38600894405402936,0
2085,6,5,14,21,2015-05-05 00:00:00.000000000,3,0.6990000000000001,0.3600000000000001,0.30607830610568587,0
2074,9,5,8,15,2015-05-05 00:00:00.000000000,3,0.8700000000000001,0.12,0.815141005749749,0
2097,11,3,20,14,2015-05-05 00:00:00.000000000,3,0.8275000000000001,0.07999999999999996,0.6653281007575066,0
9552,14,5,22,0,2015-05-06 00:00:00.000000000,4,0.29900000000000004,0.24,0.12727023820388791,0
9635,26,3,0,14,2015-05-06 00:00:00.000000000,4,0.44900000000000007,0.3600000000000001,0.2193757415350917,0
9465,22,0,1,5,2015-05-06 00:00:00.000000000,4,0.25750000000000006,0.9200000000000002,0.3382312676827599,0
9079,4,1,21,23,2015-05-06 12:00:00.000000000,0,0.14,0.4800000000000001,0.13356758236743632,0
8367,21,2,9,12,2015-05-06 12:00:00.000000000,3,0.7995000000000001,0.76,0.18767910924523135,0
8386,37,0,3,15,2015-05-06 12:00:00.000000000,0,0.397,0.6000000000000001,0.49658665693164183,0
755,16,2,4,21,2015-05-07 00:00:00.000000000,1,0.2445,0.4800000000000001,0.15747923701743177,0
2969,21,1,21,19,2015-05-07 00:00:00.000000000,1,0.15750000000000003,0.5200000000000001,0.2447293967326823,0
658,49,4,17,11,2015-05-07 00:00:00.000000000,1,0.006000000000000005,0.3600000000000001,0.06106598521493109,0
2957,25,5,14,8,2015-05-07 00:00:00.000000000,1,0.34750000000000003,0.12,0.3913936296431505,0
4296,4,5,14,21,2015-05-08 00:00:00.000000000,1,0.16400000000000003,0.28,0.2112165738797116,0
1165,10,2,4,20,2015-05-09 00:00:00.000000000,0,0.29700000000000004,0.7200000000000002,0.18662955188463995,0
3364,46,2,10,18,2015-05-09 00:00:00.000000000,3,0.21200000000000002,0.44000000000000006,0.12031577986675185,0
6142,33,2,10,8,2015-05-09 00:00:00.000000000,3,0.4215,0.3600000000000001,0.08726841288673907,0
6138,33,4,19,2,2015-05-09 00:00:00.000000000,3,0.23399999999999999,0.76,0.23315688600894408,0
8056,22,6,5,15,2015-05-09 00:00:00.000000000,4,0.0030000000000000027,0.31999999999999995,0.055462261567947424,0
8067,46,6,6,23,2015-05-09 00:00:00.000000000,4,0.39549999999999996,0.56,0.4129049922424021,0
6137,4,0,2,12,2015-05-09 00:00:00.000000000,3,0.7020000000000001,0.3600000000000001,0.1333485443095738,0
6140,1,5,22,18,2015-05-09 00:00:00.000000000,3,0.9285000000000001,0.8,0.6222962489732591,0
5132,7,5,22,18,2015-05-10 00:00:00.000000000,4,0.5305,0.44000000000000006,0.11942137446381307,0
